strategy,run_id,exchange,datafeed,feed_db,fills,notional,realized_pnl,completed_pair_pnl,unpaired_leftover_pnl,paired_locked_edge,max_abs_raw_net_contracts,profit_factor,sharpe,max_drawdown,settlement_source,fill_timing,settlements_from_feed_db,strategy_params,run_dir
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T071704Z-train-024,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,661,6118.250548,-5.20783,770.567791,-775.775621,770.065502,67.558058,0.997816,-0.010577,251.49894,kalshi_api,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_probability_mid_band"": 0.1, ""max_wickiness"": 0.75, ""min_abs_edge"": 0.0, ""min_probability_confidence"": 0.0, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T071704Z-train-024
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T062931Z-train-003,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,712,6652.571583,-5.480432,870.079723,-875.560155,864.176239,90.909091,0.997841,-0.009742,298.553917,kalshi_api,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.055, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T062931Z-train-003
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T063335Z-train-003,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,712,6652.571583,-5.480432,870.079723,-875.560155,864.176239,90.909091,0.997841,-0.009742,298.553917,kalshi_api,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.055, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T063335Z-train-003
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T063847Z-train-003,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,712,6652.571583,-5.480432,870.079723,-875.560155,864.176239,90.909091,0.997841,-0.009742,298.553917,kalshi_api,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.055, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T063847Z-train-003
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T071704Z-train-003,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,712,6652.571583,-5.480432,870.079723,-875.560155,864.176239,90.909091,0.997841,-0.009742,298.553917,kalshi_api,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.055, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_probability_mid_band"": 0.0, ""max_wickiness"": 0.75, ""min_abs_edge"": 0.0, ""min_probability_confidence"": 0.0, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T071704Z-train-003
complement_ladder_v0,complement-ladder-tuned-20260518T050406Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,13407,850.394606,-5.638869,35.163563,-40.802432,36.302194,10.211312,0.965089,-0.08877,33.153468,mixed,next-tick,true,{},runs/complement_ladder_v0/complement-ladder-tuned-20260518T050406Z
strategy_probability_mm_v0,venue-strategy-matrix-20260520T003002Z-polymarket-strategy_probability_mm_v0,polymarket,polymarket-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/polymarket-btc-1s.sqlite3,114,1050.505592,-6.616084,21.917097,-28.533181,21.925351,23.255814,0.986801,-0.092384,60.635018,replay_final_snapshot,next-tick,true,{},/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/venue-strategy-matrix-20260520T003002Z-polymarket-strategy_probability_mm_v0
simple_inventory_mm,all-strategies-smallcap-simple_inventory_mm-1778995976,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1004,749.103187,-7.771706,0,0,6.594199,10.152785,0.975688,-0.175257,33.968977,mixed,next-tick,true,"{""cheap_add_contracts"": 2, ""cheap_limit_price"": 0.4, ""max_gross_contracts"": 30, ""max_net_contracts"": 10, ""min_seconds_between_orders"": 0, ""repair_add_contracts"": 2, ""repair_window_seconds"": 300, ""rich_add_contracts"": 1, ""seed_add_contracts"": 2, ""very_cheap_add_contracts"": 3}",runs/simple_inventory_mm/all-strategies-smallcap-simple_inventory_mm-1778995976
simple_inventory_mm,venue-strategy-matrix-20260520T005455Z-kalshi-simple_inventory_mm,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,1041,3712.011223,-9.593745,427.492805,-437.08655,428.264144,26.200466,0.99485,-0.035086,85.954551,mixed,next-tick,true,{},/home/matt/workspace/kalshi-btc-15m-bot/runs/simple_inventory_mm/venue-strategy-matrix-20260520T005455Z-kalshi-simple_inventory_mm
simple_inventory_mm,limit5-net200-gross200-recycle-bankroll2000-20260517T162153Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,32219,14020.05112,-9.810969,0,0,49.957273,181.553024,0.99757,-0.00771,302.476618,mixed,next-tick,true,"{""cheap_add_contracts"": 5, ""cheap_limit_price"": 0.4, ""max_gross_contracts"": 200, ""max_net_contracts"": 200, ""min_seconds_between_orders"": 0, ""repair_add_contracts"": 5, ""repair_window_seconds"": 300, ""rich_add_contracts"": 5, ""seed_add_contracts"": 5, ""very_cheap_add_contracts"": 5}",runs/simple_inventory_mm/limit5-net200-gross200-recycle-bankroll2000-20260517T162153Z
complement_ladder_v0,venue-strategy-matrix-20260520T003002Z-polymarket-complement_ladder_v0,polymarket,polymarket-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/polymarket-btc-1s.sqlite3,2291,129.475415,-9.986653,14.028122,-24.014775,14.810218,10.088203,0.828657,-0.479459,22.104483,replay_final_snapshot,next-tick,true,{},/home/matt/workspace/kalshi-btc-15m-bot/runs/complement_ladder_v0/venue-strategy-matrix-20260520T003002Z-polymarket-complement_ladder_v0
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T063335Z-train-012,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,760,6984.617476,-10.131331,501.80411,-511.935441,501.386384,67.558058,0.99586,-0.019201,213.9646,kalshi_api,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 90.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T063335Z-train-012
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T063847Z-train-012,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,760,6984.617476,-10.131331,501.80411,-511.935441,501.386384,67.558058,0.99586,-0.019201,213.9646,kalshi_api,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 90.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T063847Z-train-012
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T071704Z-train-012,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,760,6984.617476,-10.131331,501.80411,-511.935441,501.386384,67.558058,0.99586,-0.019201,213.9646,kalshi_api,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 90.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_probability_mid_band"": 0.0, ""max_wickiness"": 0.75, ""min_abs_edge"": 0.0, ""min_probability_confidence"": 0.0, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T071704Z-train-012
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T060741Z-train-003,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,641,5875.440987,-11.358854,418.094497,-429.453351,415.986925,41.070492,0.99582,-0.026682,115.414093,kalshi_api,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.02, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T060741Z-train-003
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T061323Z-train-003,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,641,5875.440987,-11.358854,418.094497,-429.453351,415.986925,41.070492,0.99582,-0.026682,115.414093,kalshi_api,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.02, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T061323Z-train-003
breakout_momentum,improved-20260516T055637Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,47,1175.0,-11.993381,0,0,0,0,0.952026,-0.294781,250.0,replay_final_snapshot,,false,{},runs/breakout_momentum/improved-20260516T055637Z
breakout_momentum,bankroll200-allstats-breakout_momentum-1778996866,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,39,195.0,-12.522013,0,0,0,64.097887,0.721733,-1.885386,45.0,kalshi_api,next-tick,true,{},runs/breakout_momentum/bankroll200-allstats-breakout_momentum-1778996866
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T013309Z-validation-006,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,205,991.697171,-13.026773,33.813458,-46.84023,35.23627,39.682019,0.970114,-0.213012,41.78754,mixed,next-tick,true,"{""base_notional"": 5.0, ""edge_threshold"": 0.03, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T013309Z-validation-006
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T014359Z-validation-006,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,205,991.697171,-13.026773,33.813458,-46.84023,35.23627,39.682019,0.970114,-0.213012,41.78754,mixed,next-tick,true,"{""base_notional"": 5.0, ""edge_threshold"": 0.03, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T014359Z-validation-006
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T021230Z-validation-006,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,205,991.697171,-13.026773,33.813458,-46.84023,35.23627,39.682019,0.970114,-0.213012,41.78754,mixed,next-tick,true,"{""base_notional"": 5.0, ""edge_threshold"": 0.03, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T021230Z-validation-006
complement_ladder_v0,complement-ladder-tuned-backfill-20260518T051043Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,13407,850.394606,-14.026464,77.640464,-91.666928,79.834952,10.443607,0.962531,-0.092672,33.153468,kalshi_api,next-tick,true,{},runs/complement_ladder_v0/complement-ladder-tuned-backfill-20260518T051043Z
seed_cheap_accumulate_repair_v1,seed200_r300_net0.45-20260518T061517Z,kalshi,kalshi-btc-1s,feed/kalshi-btc-1s.sqlite3,1394,12396.818097,-14.164927,953.367696,-967.532623,1266.147392,182.899173,0.997497,-0.012035,266.177297,mixed,next-tick,true,"{""cheap_price"": 0.15, ""max_net_ratio"": 0.45, ""max_total_cost"": 200, ""min_order_contracts"": 5, ""min_seconds_between_orders"": 5, ""normal_spend"": 1, ""repair_start_seconds"": 300, ""seed_hedge_spend"": 10, ""seed_primary_spend"": 30, ""very_cheap_price"": 0.08, ""very_cheap_spend"": 2}",runs/seed_cheap_accumulate_repair_v1/seed200_r300_net0.45-20260518T061517Z
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T021230Z-train-024,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,384,5760.0,-14.843969,1084.816068,-1099.660037,1084.816068,68.181818,0.995753,-0.032742,209.189837,kalshi_api,next-tick,true,"{""base_notional"": 15.0, ""edge_threshold"": 0.08, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.1, ""max_wickiness"": 0.6, ""min_seconds_to_close"": 120.0, ""min_volatility"": 2.0}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T021230Z-train-024
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T062931Z-train-006,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,646,3047.02733,-15.166906,379.118499,-394.285405,378.851551,33.779029,0.987414,-0.062221,124.680762,kalshi_api,next-tick,true,"{""base_notional"": 5.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T062931Z-train-006
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T063335Z-train-006,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,646,3047.02733,-15.166906,379.118499,-394.285405,378.851551,33.779029,0.987414,-0.062221,124.680762,kalshi_api,next-tick,true,"{""base_notional"": 5.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T063335Z-train-006
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T063847Z-train-006,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,646,3047.02733,-15.166906,379.118499,-394.285405,378.851551,33.779029,0.987414,-0.062221,124.680762,kalshi_api,next-tick,true,"{""base_notional"": 5.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T063847Z-train-006
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T071704Z-train-006,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,646,3047.02733,-15.166906,379.118499,-394.285405,378.851551,33.779029,0.987414,-0.062221,124.680762,kalshi_api,next-tick,true,"{""base_notional"": 5.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_probability_mid_band"": 0.0, ""max_wickiness"": 0.75, ""min_abs_edge"": 0.0, ""min_probability_confidence"": 0.0, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T071704Z-train-006
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T062931Z-train-008,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,636,5821.618353,-15.467285,703.743073,-719.210358,703.660183,67.558058,0.993325,-0.032506,265.053141,kalshi_api,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.15, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T062931Z-train-008
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T063335Z-train-008,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,636,5821.618353,-15.467285,703.743073,-719.210358,703.660183,67.558058,0.993325,-0.032506,265.053141,kalshi_api,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.15, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T063335Z-train-008
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T063847Z-train-008,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,636,5821.618353,-15.467285,703.743073,-719.210358,703.660183,67.558058,0.993325,-0.032506,265.053141,kalshi_api,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.15, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T063847Z-train-008
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T071704Z-train-008,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,636,5821.618353,-15.467285,703.743073,-719.210358,703.660183,67.558058,0.993325,-0.032506,265.053141,kalshi_api,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.15, ""max_probability_mid_band"": 0.0, ""max_wickiness"": 0.75, ""min_abs_edge"": 0.0, ""min_probability_confidence"": 0.0, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T071704Z-train-008
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T063335Z-train-011,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,574,5408.099485,-16.807593,946.596703,-963.404296,945.774536,71.428571,0.992946,-0.03658,260.132973,kalshi_api,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 45.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T063335Z-train-011
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T063847Z-train-011,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,574,5408.099485,-16.807593,946.596703,-963.404296,945.774536,71.428571,0.992946,-0.03658,260.132973,kalshi_api,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 45.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T063847Z-train-011
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T071704Z-train-011,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,574,5408.099485,-16.807593,946.596703,-963.404296,945.774536,71.428571,0.992946,-0.03658,260.132973,kalshi_api,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 45.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_probability_mid_band"": 0.0, ""max_wickiness"": 0.75, ""min_abs_edge"": 0.0, ""min_probability_confidence"": 0.0, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T071704Z-train-011
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T063847Z-train-013,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,394,3832.572164,-17.146605,1173.34352,-1190.490125,1176.564462,79.940157,0.992566,-0.045275,284.094707,kalshi_api,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 60.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T063847Z-train-013
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T071704Z-train-013,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,394,3832.572164,-17.146605,1173.34352,-1190.490125,1176.564462,79.940157,0.992566,-0.045275,284.094707,kalshi_api,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_probability_mid_band"": 0.0, ""max_wickiness"": 0.75, ""min_abs_edge"": 0.0, ""min_probability_confidence"": 0.0, ""min_seconds_to_close"": 60.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T071704Z-train-013
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T071704Z-train-023,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,661,6102.995439,-17.612196,756.309148,-773.921344,755.778049,67.558058,0.992656,-0.035738,249.054872,kalshi_api,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.05, ""force_flatten_seconds"": 60.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_probability_mid_band"": 0.05, ""max_wickiness"": 0.75, ""min_abs_edge"": 0.0, ""min_probability_confidence"": 0.0, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0, ""probability_model"": ""bayesian_markov""}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T071704Z-train-023
strategy_probability_mm_v0,kalshi-prob-mm-opt-20260520T014359Z-validation-011,kalshi,kalshi-btc-1s,/home/matt/workspace/kalshi-btc-15m-bot/feed/kalshi-btc-1s.sqlite3,249,2261.446584,-17.687157,-15.926184,-1.760973,-16.081315,22.727273,0.979248,-0.136038,77.199637,mixed,next-tick,true,"{""base_notional"": 10.0, ""edge_threshold"": 0.03, ""force_flatten_seconds"": 120.0, ""max_atr_slope"": 1.5, ""max_net_ratio"": 0.25, ""max_wickiness"": 0.75, ""min_seconds_to_close"": 30.0, ""min_volatility"": 1.0}",/home/matt/workspace/kalshi-btc-15m-bot/runs/strategy_probability_mm_v0/kalshi-prob-mm-opt-20260520T014359Z-validation-011
